label,text
fake,Training  happens  on  WhatsApp  group.  DM  us  on  Telegram  @zcefdmkd  to  proceed.  No  resume  required
fake,TRAINING FEE RS 3500 MANDATORY FOR ONBOARDING. NO INTERVIEW REQUIRED. CONTACT VIA WHATSAPP ONLY +94701780157. SEND NIC PHOTO AND BANK OTP FOR VERIFICATION. GUARANTEED INCOME RS 5000 WEEKLY
real,"DevOps Engineer — Hybrid-Colombo. Experience with React, Next.js and TypeScript. Professional certifications are a plus (AWS, CCNA, PMP). Maintain network infrastructure and documentation. Competitive salary and health insurance. Apply via company website: https://careers.techwave.io/jobs/5433"
fake,Rs 7500 for liking and commenting posts. Training fee Rs 3500 mandatory for onboarding. Contact via WhatsApp only +94708067644. Use your own money to buy starter kit. Fill the form: https://short.gy/lwu1lrzhfx
fake,Rs 7500 for liking and commenting posts. Contact via WhatsApp only +94729629220. No interview required
fake,SEND NIC PHOTO AND BANK OTP FOR VERIFICATION. IMMEDIATE JOINING TODAY ONLY. APPLY HERE: HTTPS://IS.GD/ZYBBBMV8T. CHAT ON WHATSAPP +94708673345 NOW TO CLAIM YOUR SPOT
fake,Limited  seats  hurry  up.  Use  your  own  money  to  buy  starter  kit.  Contact  via  WhatsApp  only  +94783960365
real,"Operations Manager — Kurunegala. Knowledge of Linux, Docker and CI/CD pipelines. Professional certifications are a plus (AWS, CCNA, PMP). Maintain network infrastructure and documentation. Hybrid work, learning budget and annual bonus. Email your CV to careers@techwave.io with subject 'Operations Manager - Kurunegala'"
fake,Make  Rs  15000  per  hour  no  experience  needed.  Payment  via  USDT  or  Bitcoin  only.  Pay  Rs  5000  registration  fee  to  start  work  from  home.  Fill  the  form:  https://t.co/tvyfe7p.  Message  on  Messenger  only
real,"HR Assistant — Kurunegala. Experience with React, Next.js and TypeScript. Salary: Rs 200000 - Rs 380000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Design, implement and maintain scalable services. Career growth and mentorship programs. Email your CV to careers@acme.lk with subject 'HR Assistant - Kurunegala'"
fake,Guaranteed income Rs 2500 weekly. Training fee Rs 7500 mandatory for onboarding. DM us on Telegram @pqbivtqn to proceed
real,"Network Engineer — Kandy. Familiar with Figma, design systems and accessibility. Salary: Rs 120000 - Rs 280000 (based on experience). BSc in Information Systems or related field. Responsibilities include collaborating with cross-functional teams. Flexible hours, EPF/ETF and transport allowance. Submit application through our ATS: https://careers.techwave.io/jobs/2357"
fake,Immediate joining today only. Payment via USDT or Bitcoin only. Training fee Rs 2500 mandatory for onboarding
fake,Message  on  Messenger  only.  Register  now:  https://is.gd/rw556pnbxu.  Use  your  own  money  to  buy  starter  kit.  No  resume  required
fake,Pay Rs 500 registration fee to start work from home. DM us on Telegram @hyqtcahm to proceed. No resume required. Guaranteed income Rs 2500 weekly. Register now: https://short.gy/8j5ecru
fake,Contact via WhatsApp only +94720141113. Apply here: https://short.gy/cjre5c5j. Rs 2500 for liking and commenting posts. No interview required
fake,Training happens on WhatsApp group. Join now: https://tinyurl.com/nhh4oi. Rs 20000 for liking and commenting posts. Limited seats hurry up
fake,Guaranteed income Rs 7500 weekly. Pay Rs 2500 registration fee to start work from home. Join now: https://is.gd/9ag77q9vju
fake,Payment via USDT or Bitcoin only. Rs 20000 for liking and commenting posts. No interview required. Processing fee of Rs 3500 refundable after first month
real,"Data Analyst — Kandy. Knowledge of Linux, Docker and CI/CD pipelines. Professional certifications are a plus (AWS, CCNA, PMP). Conduct usability tests and iterate on feedback. Career growth and mentorship programs. Email your CV to talent@mas.lk with subject 'Data Analyst - Kandy'"
fake,Security deposit Rs 2500 required to activate your ID. Immediate joining today only. Rs 50000 for liking and commenting posts. Chat on WhatsApp +94740618257 now to claim your spot. Training happens on WhatsApp group
fake,Pay Rs 7500 registration fee to start work from home. No resume required. DM us on Telegram @xmphnrjr to proceed. Register now: https://bit.ly/vza7qka. Make Rs 20000 per hour no experience needed
real,"UX Designer — Remote. Knowledge of Linux, Docker and CI/CD pipelines. Salary: Rs 200000 - Rs 380000 (based on experience). HND or equivalent diploma acceptable with experience. Design, implement and maintain scalable services. Career growth and mentorship programs. Submit application through our ATS: https://careers.oceanic.com/jobs/4389"
fake,Pay Rs 1000 registration fee to start work from home. Register now: https://short.gy/fedlbgkbu. Immediate joining today only. Earn Rs 2500/day for simple copy paste work
fake,Contact  via  WhatsApp  only  +94748588491.  Training  happens  on  WhatsApp  group.  Processing  fee  of  Rs  500  refundable  after  first  month.  Immediate  joining  today  only
real,"Software Engineer — Galle. Familiar with Figma, design systems and accessibility. Salary: Rs 250000 - Rs 220000 (based on experience). HND or equivalent diploma acceptable with experience. Design, implement and maintain scalable services. Flexible hours, EPF/ETF and transport allowance. Apply via company website: https://careers.fintek.co/jobs/2743"
fake,EARN RS 7500/DAY FOR SIMPLE COPY PASTE WORK. FILL THE FORM: HTTPS://TINYURL.COM/1H54OWO. PAY RS 500 REGISTRATION FEE TO START WORK FROM HOME. SEND NIC PHOTO AND BANK OTP FOR VERIFICATION. IMMEDIATE JOINING TODAY ONLY
fake,No resume required. Message on Messenger only. Make Rs 2500 per hour no experience needed. Use your own money to buy starter kit
fake,REGISTER NOW: HTTPS://TINYURL.COM/7CZR7X. TRAINING HAPPENS ON WHATSAPP GROUP. CHAT ON WHATSAPP +94797798305 NOW TO CLAIM YOUR SPOT. IMMEDIATE JOINING TODAY ONLY. RS 7500 FOR LIKING AND COMMENTING POSTS
real,"Marketing Executive — Galle. Familiar with Figma, design systems and accessibility. Salary: Rs 150000 - Rs 380000 (based on experience). BSc in Computer Science or equivalent experience. Conduct usability tests and iterate on feedback. Career growth and mentorship programs. Submit application through our ATS: https://careers.oceanic.com/jobs/6728"
real,"Data Analyst — Kandy. Familiar with Figma, design systems and accessibility. Salary: Rs 200000 - Rs 320000 (based on experience). HND or equivalent diploma acceptable with experience. Maintain network infrastructure and documentation. Career growth and mentorship programs. Email your CV to jobs@mas.lk with subject 'Data Analyst - Kandy'"
real,"Data Analyst — Kandy. Familiar with Figma, design systems and accessibility. HND or equivalent diploma acceptable with experience. Maintain network infrastructure and documentation. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.mas.lk/jobs/2839"
fake,Chat  on  WhatsApp  +94723112256  now  to  claim  your  spot.  Rs  2500  for  liking  and  commenting  posts.  Join  now:  https://is.gd/6a3kkrzd
fake,Security deposit Rs 2500 required to activate your ID. No resume required. Chat on WhatsApp +94774109479 now to claim your spot. Payment via USDT or Bitcoin only. Apply here: https://t.co/72ca2e
fake,Rs  7500  for  liking  and  commenting  posts.  Use  your  own  money  to  buy  starter  kit.  Message  on  Messenger  only.  No  interview  required
fake,PAYMENT  VIA  USDT  OR  BITCOIN  ONLY.  DM  US  ON  TELEGRAM  @IPTQQILY  TO  PROCEED.  TRAINING  FEE  RS  7500  MANDATORY  FOR  ONBOARDING.  FILL  THE  FORM:  HTTPS://TINYURL.COM/I7EWBX.  RS  5000  FOR  LIKING  AND  COMMENTING  POSTS
real,"HR Assistant — Hybrid-Colombo. Experience with React, Next.js and TypeScript. BSc in Information Systems or related field. Conduct usability tests and iterate on feedback. Competitive salary and health insurance. Email your CV to jobs@mas.lk with subject 'HR Assistant - Hybrid-Colombo'"
fake,GUARANTEED INCOME RS 15000 WEEKLY. MESSAGE ON MESSENGER ONLY. SEND NIC PHOTO AND BANK OTP FOR VERIFICATION. TRAINING FEE RS 7500 MANDATORY FOR ONBOARDING. LIMITED SEATS HURRY UP
fake,TRAINING FEE RS 5000 MANDATORY FOR ONBOARDING. MAKE RS 2500 PER HOUR NO EXPERIENCE NEEDED. NO RESUME REQUIRED. APPLY HERE: HTTPS://TINYURL.COM/YDRUD2
real,"DevOps Engineer — Kandy. Strong in Python, SQL and data visualization (Power BI/Tableau). BSc in Information Systems or related field. Responsibilities include collaborating with cross-functional teams. Flexible hours, EPF/ETF and transport allowance. Email your CV to hr@mas.lk with subject 'DevOps Engineer - Kandy'"
real,"Operations Manager — Hybrid-Colombo. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Professional certifications are a plus (AWS, CCNA, PMP). Design, implement and maintain scalable services. Hybrid work, learning budget and annual bonus. Email your CV to talent@oceanic.com with subject 'Operations Manager - Hybrid-Colombo'"
fake,Message on Messenger only. No interview required. Apply here: https://tinyurl.com/zyzte8
real,"DevOps Engineer — Kandy. Experience with React, Next.js and TypeScript. BSc in Information Systems or related field. Conduct usability tests and iterate on feedback. Career growth and mentorship programs. Submit application through our ATS: https://careers.techwave.io/jobs/6647"
fake,Fill  the  form:  https://t.co/uzbikcid.  Make  Rs  50000  per  hour  no  experience  needed.  Chat  on  WhatsApp  +94746164955  now  to  claim  your  spot.  Payment  via  USDT  or  Bitcoin  only
real,"Operations Manager — Colombo. Experience with React, Next.js and TypeScript. HND or equivalent diploma acceptable with experience. Analyze datasets and produce actionable insights. Hybrid work, learning budget and annual bonus. Submit application through our ATS: https://careers.fintek.co/jobs/1207"
real,"Marketing Executive — Hybrid-Colombo. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 150000 - Rs 380000 (based on experience). BSc in Information Systems or related field. Responsibilities include collaborating with cross-functional teams. Flexible hours, EPF/ETF and transport allowance. Apply via company website: https://careers.mas.lk/jobs/7438"
fake,Immediate  joining  today  only.  DM  us  on  Telegram  @kdxmehpc  to  proceed.  Apply  here:  https://tinyurl.com/l8nz5pkf
real,"Network Engineer — Colombo. Knowledge of Linux, Docker and CI/CD pipelines. BSc in Computer Science or equivalent experience. Analyze datasets and produce actionable insights. Flexible hours, EPF/ETF and transport allowance. Email your CV to careers@mas.lk with subject 'Network Engineer - Colombo'"
fake,Limited  seats  hurry  up.  Apply  here:  https://tinyurl.com/fdqoaf.  Contact  via  WhatsApp  only  +94755163984.  Payment  via  USDT  or  Bitcoin  only
real,"UX Designer — Remote. Experience with React, Next.js and TypeScript. Salary: Rs 200000 - Rs 380000 (based on experience). HND or equivalent diploma acceptable with experience. Design, implement and maintain scalable services. Career growth and mentorship programs. Submit application through our ATS: https://careers.mas.lk/jobs/2728"
fake,Send NIC photo and bank OTP for verification. Message on Messenger only. No resume required
fake,MAKE  RS  10000  PER  HOUR  NO  EXPERIENCE  NEEDED.  USE  YOUR  OWN  MONEY  TO  BUY  STARTER  KIT.  DM  US  ON  TELEGRAM  @YNPTLOQN  TO  PROCEED.  APPLY  HERE:  HTTPS://SHORT.GY/FFYKPL3CH
fake,Apply here: https://tinyurl.com/v7a7kx7mr9. No resume required. Contact via WhatsApp only +94733054430. Security deposit Rs 5000 required to activate your ID. Earn Rs 2500/day for simple copy paste work
fake,Fill the form: https://bit.ly/ev6mo1fx6v. Use your own money to buy starter kit. DM us on Telegram @tpjccevk to proceed
real,"Accountant — Colombo. Hands-on with VLANs, routing protocols, IPv6 and firewalls. BSc in Computer Science or equivalent experience. Maintain network infrastructure and documentation. Hybrid work, learning budget and annual bonus. Email your CV to careers@mas.lk with subject 'Accountant - Colombo'"
fake,No interview required. Make Rs 50000 per hour no experience needed. Send NIC photo and bank OTP for verification. Security deposit Rs 1500 required to activate your ID
real,"Software Engineer — Galle. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 250000 - Rs 380000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Analyze datasets and produce actionable insights. Flexible hours, EPF/ETF and transport allowance. Apply via company website: https://careers.techwave.io/jobs/2964"
real,"Software Engineer — Hybrid-Colombo. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 150000 - Rs 320000 (based on experience). BSc in Computer Science or equivalent experience. Analyze datasets and produce actionable insights. Flexible hours, EPF/ETF and transport allowance. Email your CV to hr@mas.lk with subject 'Software Engineer - Hybrid-Colombo'"
real,"Accountant — Hybrid-Colombo. Strong in Python, SQL and data visualization (Power BI/Tableau). BSc in Computer Science or equivalent experience. Maintain network infrastructure and documentation. Flexible hours, EPF/ETF and transport allowance. Submit application through our ATS: https://careers.fintek.co/jobs/3712"
real,"Operations Manager — Galle. Knowledge of Linux, Docker and CI/CD pipelines. HND or equivalent diploma acceptable with experience. Conduct usability tests and iterate on feedback. Flexible hours, EPF/ETF and transport allowance. Submit application through our ATS: https://careers.techwave.io/jobs/6446"
real,"Accountant — Hybrid-Colombo. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 150000 - Rs 320000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Maintain network infrastructure and documentation. Competitive salary and health insurance. Submit application through our ATS: https://careers.oceanic.com/jobs/6600"
fake,Payment via USDT or Bitcoin only. Pay Rs 3500 registration fee to start work from home. Rs 2500 for liking and commenting posts. Contact via WhatsApp only +94733107911
fake,Apply here: https://t.co/nwj3y989. Rs 2500 for liking and commenting posts. Security deposit Rs 1500 required to activate your ID. Contact via WhatsApp only +94700113222. Immediate joining today only
fake,Payment via USDT or Bitcoin only. Join now: https://short.gy/ddeptlt05u. Contact via WhatsApp only +94781603629. Earn Rs 20000/day for simple copy paste work
real,"Frontend Developer — Kurunegala. Experience with React, Next.js and TypeScript. Salary: Rs 250000 - Rs 320000 (based on experience). BSc in Computer Science or equivalent experience. Maintain network infrastructure and documentation. Flexible hours, EPF/ETF and transport allowance. Apply via company website: https://careers.acme.lk/jobs/9542"
real,"Frontend Developer — Kurunegala. Familiar with Figma, design systems and accessibility. BSc in Information Systems or related field. Conduct usability tests and iterate on feedback. Competitive salary and health insurance. Apply via company website: https://careers.techwave.io/jobs/6214"
fake,Payment via USDT or Bitcoin only. Limited seats hurry up. DM us on Telegram @ejjarvzd to proceed. Guaranteed income Rs 20000 weekly. Fill the form: https://is.gd/5pcxa5
real,"Accountant — Hybrid-Colombo. Familiar with Figma, design systems and accessibility. Salary: Rs 250000 - Rs 220000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Design, implement and maintain scalable services. Hybrid work, learning budget and annual bonus. Submit application through our ATS: https://careers.mas.lk/jobs/4853"
real,"Data Analyst — Galle. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 200000 - Rs 380000 (based on experience). BSc in Information Systems or related field. Design, implement and maintain scalable services. Career growth and mentorship programs. Apply via company website: https://careers.oceanic.com/jobs/8508"
real,"Data Analyst — Kandy. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 250000 - Rs 320000 (based on experience). BSc in Computer Science or equivalent experience. Responsibilities include collaborating with cross-functional teams. Flexible hours, EPF/ETF and transport allowance. Submit application through our ATS: https://careers.fintek.co/jobs/3767"
real,"Network Engineer — Hybrid-Colombo. Familiar with Figma, design systems and accessibility. Salary: Rs 250000 - Rs 380000 (based on experience). BSc in Information Systems or related field. Responsibilities include collaborating with cross-functional teams. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.acme.lk/jobs/2919"
fake,Join now: https://bit.ly/piib2ps5u. Processing fee of Rs 1500 refundable after first month. Send NIC photo and bank OTP for verification
fake,Training happens on WhatsApp group. Rs 7500 for liking and commenting posts. Register now: https://tinyurl.com/6w5or27n. Training fee Rs 1000 mandatory for onboarding. No interview required
fake,Security deposit Rs 5000 required to activate your ID. No interview required. Guaranteed income Rs 7500 weekly. Message on Messenger only
fake,Immediate joining today only. Fill the form: https://t.co/u1o67u61o8. Send NIC photo and bank OTP for verification. Make Rs 20000 per hour no experience needed. Message on Messenger only
real,"HR Assistant — Hybrid-Colombo. Experience with React, Next.js and TypeScript. Professional certifications are a plus (AWS, CCNA, PMP). Analyze datasets and produce actionable insights. Competitive salary and health insurance. Submit application through our ATS: https://careers.mas.lk/jobs/9695"
fake,Register  now:  https://bit.ly/0wc48omv9f.  Pay  Rs  1000  registration  fee  to  start  work  from  home.  Make  Rs  10000  per  hour  no  experience  needed.  Training  happens  on  WhatsApp  group
fake,Join  now:  https://tinyurl.com/x9fxum.  Training  happens  on  WhatsApp  group.  Contact  via  WhatsApp  only  +94728184796
real,"Accountant — Remote. Experience with React, Next.js and TypeScript. Salary: Rs 150000 - Rs 280000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Conduct usability tests and iterate on feedback. Hybrid work, learning budget and annual bonus. Email your CV to recruitment@techwave.io with subject 'Accountant - Remote'"
real,"UX Designer — Remote. Experience with React, Next.js and TypeScript. Professional certifications are a plus (AWS, CCNA, PMP). Responsibilities include collaborating with cross-functional teams. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.techwave.io/jobs/7916"
fake,Limited seats hurry up. Payment via USDT or Bitcoin only. Rs 15000 for liking and commenting posts. Training fee Rs 3500 mandatory for onboarding
real,"HR Assistant — Colombo. Strong in Python, SQL and data visualization (Power BI/Tableau). HND or equivalent diploma acceptable with experience. Responsibilities include collaborating with cross-functional teams. Career growth and mentorship programs. Submit application through our ATS: https://careers.techwave.io/jobs/4927"
fake,No interview required. Use your own money to buy starter kit. Make Rs 7500 per hour no experience needed. Message on Messenger only. Training fee Rs 5000 mandatory for onboarding
fake,DM US ON TELEGRAM @KFAPXXJZ TO PROCEED. APPLY HERE: HTTPS://SHORT.GY/89BVV2J2. PAYMENT VIA USDT OR BITCOIN ONLY
fake,Fill the form: https://bit.ly/kp6xm6t6d5. Make Rs 2500 per hour no experience needed. Send NIC photo and bank OTP for verification. No interview required
fake,Chat on WhatsApp +94758062134 now to claim your spot. Rs 50000 for liking and commenting posts. Use your own money to buy starter kit. Security deposit Rs 3500 required to activate your ID
real,"HR Assistant — Galle. Experience with React, Next.js and TypeScript. Professional certifications are a plus (AWS, CCNA, PMP). Maintain network infrastructure and documentation. Career growth and mentorship programs. Submit application through our ATS: https://careers.acme.lk/jobs/8112"
real,"Operations Manager — Hybrid-Colombo. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 200000 - Rs 280000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Conduct usability tests and iterate on feedback. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.techwave.io/jobs/4748"
real,"DevOps Engineer — Remote. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 200000 - Rs 380000 (based on experience). BSc in Computer Science or equivalent experience. Design, implement and maintain scalable services. Career growth and mentorship programs. Apply via company website: https://careers.fintek.co/jobs/1982"
real,"DevOps Engineer — Colombo. Experience with React, Next.js and TypeScript. Salary: Rs 120000 - Rs 220000 (based on experience). BSc in Computer Science or equivalent experience. Design, implement and maintain scalable services. Hybrid work, learning budget and annual bonus. Email your CV to talent@oceanic.com with subject 'DevOps Engineer - Colombo'"
fake,PAY  RS  1500  REGISTRATION  FEE  TO  START  WORK  FROM  HOME.  NO  RESUME  REQUIRED.  TRAINING  HAPPENS  ON  WHATSAPP  GROUP
fake,Join  now:  https://is.gd/peyvxhpo3g.  No  resume  required.  Use  your  own  money  to  buy  starter  kit.  DM  us  on  Telegram  @aaqmiocf  to  proceed
real,"Network Engineer — Remote. Strong in Python, SQL and data visualization (Power BI/Tableau). BSc in Information Systems or related field. Responsibilities include collaborating with cross-functional teams. Competitive salary and health insurance. Apply via company website: https://careers.techwave.io/jobs/2884"
real,"Accountant — Kandy. Strong in Python, SQL and data visualization (Power BI/Tableau). BSc in Information Systems or related field. Responsibilities include collaborating with cross-functional teams. Career growth and mentorship programs. Apply via company website: https://careers.fintek.co/jobs/1818"
real,"UX Designer — Kurunegala. Knowledge of Linux, Docker and CI/CD pipelines. Salary: Rs 150000 - Rs 220000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Conduct usability tests and iterate on feedback. Career growth and mentorship programs. Apply via company website: https://careers.techwave.io/jobs/7759"
fake,Guaranteed income Rs 5000 weekly. Send NIC photo and bank OTP for verification. Security deposit Rs 7500 required to activate your ID. Apply here: https://short.gy/l1w9jpkpf. Message on Messenger only
fake,LIMITED SEATS HURRY UP. TRAINING FEE RS 5000 MANDATORY FOR ONBOARDING. EARN RS 2500/DAY FOR SIMPLE COPY PASTE WORK
fake,No  resume  required.  Apply  here:  https://is.gd/fcpc49ec54.  Message  on  Messenger  only.  Send  NIC  photo  and  bank  OTP  for  verification
fake,Rs 7500 for liking and commenting posts. Apply here: https://short.gy/az300p60y. Immediate joining today only. Use your own money to buy starter kit
fake,Contact via WhatsApp only +94784127596. Training happens on WhatsApp group. Immediate joining today only. Pay Rs 5000 registration fee to start work from home
real,"Software Engineer — Kandy. Knowledge of Linux, Docker and CI/CD pipelines. Salary: Rs 250000 - Rs 220000 (based on experience). BSc in Information Systems or related field. Analyze datasets and produce actionable insights. Career growth and mentorship programs. Email your CV to careers@mas.lk with subject 'Software Engineer - Kandy'"
real,"Accountant — Colombo. Knowledge of Linux, Docker and CI/CD pipelines. Salary: Rs 200000 - Rs 320000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Design, implement and maintain scalable services. Career growth and mentorship programs. Email your CV to recruitment@techwave.io with subject 'Accountant - Colombo'"
fake,Immediate joining today only. Message on Messenger only. Payment via USDT or Bitcoin only
fake,No interview required. Earn Rs 7500/day for simple copy paste work. Contact via WhatsApp only +94761597244
real,"Frontend Developer — Kandy. Familiar with Figma, design systems and accessibility. Salary: Rs 120000 - Rs 220000 (based on experience). BSc in Information Systems or related field. Conduct usability tests and iterate on feedback. Career growth and mentorship programs. Email your CV to jobs@acme.lk with subject 'Frontend Developer - Kandy'"
fake,Immediate joining today only. Payment via USDT or Bitcoin only. Pay Rs 3500 registration fee to start work from home. Fill the form: https://bit.ly/ulremoqw2
fake,IMMEDIATE  JOINING  TODAY  ONLY.  APPLY  HERE:  HTTPS://TINYURL.COM/HQBDYSA.  TRAINING  FEE  RS  500  MANDATORY  FOR  ONBOARDING
fake,Processing fee of Rs 5000 refundable after first month. Message on Messenger only. No interview required
fake,LIMITED SEATS HURRY UP. RS 7500 FOR LIKING AND COMMENTING POSTS. TRAINING HAPPENS ON WHATSAPP GROUP. DM US ON TELEGRAM @GEEVXLXJ TO PROCEED. PROCESSING FEE OF RS 3500 REFUNDABLE AFTER FIRST MONTH
real,"Data Analyst — Kurunegala. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Professional certifications are a plus (AWS, CCNA, PMP). Design, implement and maintain scalable services. Flexible hours, EPF/ETF and transport allowance. Submit application through our ATS: https://careers.mas.lk/jobs/3982"
fake,Join now: https://short.gy/yayxp5. Immediate joining today only. Payment via USDT or Bitcoin only. DM us on Telegram @khogasjm to proceed. Make Rs 15000 per hour no experience needed
fake,Join now: https://t.co/mq0o59. Chat on WhatsApp +94704256799 now to claim your spot. Pay Rs 500 registration fee to start work from home. Make Rs 2500 per hour no experience needed
fake,Register now: https://tinyurl.com/krbszy. Chat on WhatsApp +94797809628 now to claim your spot. Training happens on WhatsApp group. Processing fee of Rs 7500 refundable after first month
real,"Software Engineer — Kurunegala. Strong in Python, SQL and data visualization (Power BI/Tableau). HND or equivalent diploma acceptable with experience. Responsibilities include collaborating with cross-functional teams. Hybrid work, learning budget and annual bonus. Submit application through our ATS: https://careers.fintek.co/jobs/7363"
fake,Earn Rs 10000/day for simple copy paste work. Payment via USDT or Bitcoin only. Message on Messenger only
fake,No interview required. Fill the form: https://bit.ly/90s5yj. Message on Messenger only
fake,Payment  via  USDT  or  Bitcoin  only.  Join  now:  https://tinyurl.com/j5nfog6yh0.  Message  on  Messenger  only.  Earn  Rs  15000/day  for  simple  copy  paste  work
fake,Register now: https://t.co/akhejl. Use your own money to buy starter kit. DM us on Telegram @clhrmrbk to proceed
real,"Data Analyst — Remote. Experience with React, Next.js and TypeScript. HND or equivalent diploma acceptable with experience. Analyze datasets and produce actionable insights. Hybrid work, learning budget and annual bonus. Email your CV to careers@techwave.io with subject 'Data Analyst - Remote'"
real,"Operations Manager — Kandy. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 150000 - Rs 380000 (based on experience). BSc in Computer Science or equivalent experience. Responsibilities include collaborating with cross-functional teams. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.techwave.io/jobs/7521"
fake,Message on Messenger only. Security deposit Rs 2500 required to activate your ID. Fill the form: https://t.co/mslca6zr
real,"UX Designer — Galle. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 250000 - Rs 280000 (based on experience). BSc in Information Systems or related field. Maintain network infrastructure and documentation. Career growth and mentorship programs. Submit application through our ATS: https://careers.acme.lk/jobs/6384"
real,"Data Analyst — Kurunegala. Familiar with Figma, design systems and accessibility. Salary: Rs 200000 - Rs 380000 (based on experience). BSc in Computer Science or equivalent experience. Maintain network infrastructure and documentation. Competitive salary and health insurance. Submit application through our ATS: https://careers.techwave.io/jobs/7674"
real,"Network Engineer — Galle. Experience with React, Next.js and TypeScript. Salary: Rs 200000 - Rs 280000 (based on experience). BSc in Computer Science or equivalent experience. Responsibilities include collaborating with cross-functional teams. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.acme.lk/jobs/1317"
fake,Join now: https://t.co/rcxxyp0r. No resume required. Chat on WhatsApp +94711442759 now to claim your spot. Earn Rs 7500/day for simple copy paste work
real,"DevOps Engineer — Galle. Strong in Python, SQL and data visualization (Power BI/Tableau). BSc in Information Systems or related field. Responsibilities include collaborating with cross-functional teams. Competitive salary and health insurance. Email your CV to hr@mas.lk with subject 'DevOps Engineer - Galle'"
real,"Frontend Developer — Kandy. Knowledge of Linux, Docker and CI/CD pipelines. Salary: Rs 120000 - Rs 320000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Conduct usability tests and iterate on feedback. Flexible hours, EPF/ETF and transport allowance. Apply via company website: https://careers.mas.lk/jobs/9623"
fake,RS  50000  FOR  LIKING  AND  COMMENTING  POSTS.  TRAINING  FEE  RS  1000  MANDATORY  FOR  ONBOARDING.  CHAT  ON  WHATSAPP  +94722357282  NOW  TO  CLAIM  YOUR  SPOT.  SEND  NIC  PHOTO  AND  BANK  OTP  FOR  VERIFICATION.  APPLY  HERE:  HTTPS://SHORT.GY/24QQAW7G
real,"HR Assistant — Kurunegala. Knowledge of Linux, Docker and CI/CD pipelines. Salary: Rs 200000 - Rs 220000 (based on experience). HND or equivalent diploma acceptable with experience. Conduct usability tests and iterate on feedback. Flexible hours, EPF/ETF and transport allowance. Email your CV to careers@mas.lk with subject 'HR Assistant - Kurunegala'"
fake,Make Rs 50000 per hour no experience needed. Payment via USDT or Bitcoin only. Training fee Rs 3500 mandatory for onboarding
fake,Apply here: https://short.gy/hrm5pvcldq. DM us on Telegram @nnfxzbaz to proceed. Send NIC photo and bank OTP for verification
real,"Frontend Developer — Kandy. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 120000 - Rs 280000 (based on experience). BSc in Information Systems or related field. Conduct usability tests and iterate on feedback. Career growth and mentorship programs. Submit application through our ATS: https://careers.techwave.io/jobs/3392"
fake,Processing fee of Rs 1500 refundable after first month. Fill the form: https://short.gy/jbovvi25. Earn Rs 50000/day for simple copy paste work
real,"UX Designer — Kandy. Familiar with Figma, design systems and accessibility. BSc in Information Systems or related field. Responsibilities include collaborating with cross-functional teams. Competitive salary and health insurance. Submit application through our ATS: https://careers.mas.lk/jobs/9303"
fake,GUARANTEED  INCOME  RS  7500  WEEKLY.  LIMITED  SEATS  HURRY  UP.  MESSAGE  ON  MESSENGER  ONLY.  TRAINING  HAPPENS  ON  WHATSAPP  GROUP.  JOIN  NOW:  HTTPS://IS.GD/BCQ3CUW
real,"Network Engineer — Kandy. Strong in Python, SQL and data visualization (Power BI/Tableau). Professional certifications are a plus (AWS, CCNA, PMP). Responsibilities include collaborating with cross-functional teams. Competitive salary and health insurance. Apply via company website: https://careers.techwave.io/jobs/5180"
fake,PAY RS 500 REGISTRATION FEE TO START WORK FROM HOME. CHAT ON WHATSAPP +94721209428 NOW TO CLAIM YOUR SPOT. PAYMENT VIA USDT OR BITCOIN ONLY. LIMITED SEATS HURRY UP. REGISTER NOW: HTTPS://TINYURL.COM/WHVBBGV
